"label","year","month","day","region","island","side","id_reef","reef","reef_joined","protection_status","latitude","longitude","habitat","transect","area","phylum","taxa1","taxa2","taxa3","family","trophic_group","trophic_level","functional_groups","a_ord","b_pen","species","quantity","size","biomass"
"PEC",2019,8,9,"Alacranes","Arrecife Alacranes","Windward",9,"Tata y Rafa",3,"MPA",22.553851,-89.653701,"Coral",5,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Monacanthidae","Carnivore",2.9,"micro-invertivores",0.0684,2.563,"Cantherhines pullus",1,15,0.0118
"PEC",2019,8,10,"Bajo del Norte","Bajos del Norte","Bajos",11,"Bajos del norte 2",7,"OA",23.242433,-88.714417,"Coral",2,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Monacanthidae","Carnivore",2.9,"micro-invertivores",0.0684,2.563,"Cantherhines pullus",1,14,0.0099
"PEC",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward",4,"Sardinas",4,"NTZ",22.505367,-89.795701,"Coral",4,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Balistidae","Carnivore",3.48,"macro-invertivores",0.164,2.26,"Canthidermis sufflamen",1,20,0.0238
"PEC",2019,8,7,"Alacranes","Arrecife Alacranes","Windward",2,"Caribbean",2,"MPA",22.384533,-89.625483,"Coral",1,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Balistidae","Carnivore",3.48,"macro-invertivores",0.164,2.26,"Canthidermis sufflamen",1,30,0.0596
"PEC",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward",4,"Sardinas",4,"NTZ",22.505367,-89.795701,"Coral",4,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Balistidae","Carnivore",3.48,"macro-invertivores",0.164,2.26,"Canthidermis sufflamen",1,28,0.051
"PEC",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward",7,"Alacranes 7",4,"NTZ",22.505151,-89.796617,"Coral",6,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Balistidae","Carnivore",3.48,"macro-invertivores",0.164,2.26,"Canthidermis sufflamen",1,40,0.1141
"PEC",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward",4,"Sardinas",4,"NTZ",22.505367,-89.795701,"Coral",6,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Balistidae","Carnivore",3.48,"macro-invertivores",0.164,2.26,"Canthidermis sufflamen",1,40,0.1141
"PEC",2019,8,7,"Alacranes","Arrecife Alacranes","Windward",3,"Tweed",3,"MPA",22.546017,-89.661001,"Coral",4,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Balistidae","Carnivore",3.48,"macro-invertivores",0.164,2.26,"Canthidermis sufflamen",1,24,0.036
"PEC",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward",4,"Sardinas",4,"NTZ",22.505367,-89.795701,"Coral",5,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Balistidae","Carnivore",3.48,"macro-invertivores",0.164,2.26,"Canthidermis sufflamen",1,40,0.1141
"PEC",2019,8,7,"Alacranes","Arrecife Alacranes","Windward",3,"Tweed",3,"MPA",22.546017,-89.661001,"Coral",4,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Balistidae","Carnivore",3.48,"macro-invertivores",0.164,2.26,"Canthidermis sufflamen",1,30,0.0596
"PEC",2019,8,10,"Bajo del Norte","Bajos del Norte","Bajos",11,"Bajos del norte 2",7,"OA",23.242433,-88.714417,"Coral",4,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",2,4,6e-04
"PEC",2019,8,9,"Alacranes","Arrecife Alacranes","Windward",9,"Tata y Rafa",3,"MPA",22.553851,-89.653701,"Coral",1,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",1,4,3e-04
"PEC",2019,8,7,"Alacranes","Arrecife Alacranes","Windward",3,"Tweed",3,"MPA",22.546017,-89.661001,"Coral",3,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",3,4,0.001
"PEC",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward",4,"Sardinas",4,"NTZ",22.505367,-89.795701,"Coral",1,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",1,4,3e-04
"PEC",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward",4,"Sardinas",4,"NTZ",22.505367,-89.795701,"Coral",1,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",2,3,3e-04
"PEC",2019,8,10,"Bajo del Norte","Bajos del Norte","Bajos",11,"Bajos del norte 2",7,"OA",23.242433,-88.714417,"Coral",2,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",1,4,3e-04
"PEC",2019,8,7,"Alacranes","Arrecife Alacranes","Leeward",1,"Cordillera",1,"NTZ",22.39575,-89.706083,"Coral",4,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",2,10,0.0097
"PEC",2019,8,11,"Bajo del Norte","Bajos del Norte","Bajos",13,"Paso del zorro 2",8,"OA",23.261683,-88.695417,"Coral",4,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",3,2,1e-04
"PEC",2019,8,7,"Alacranes","Arrecife Alacranes","Windward",3,"Tweed",3,"MPA",22.546017,-89.661001,"Coral",3,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",3,8,0.0075
"PEC",2019,8,10,"Bajo del Norte","Bajos del Norte","Bajos",11,"Bajos del norte 2",7,"OA",23.242433,-88.714417,"Coral",4,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",2,2,1e-04
"PEC",2019,8,7,"Alacranes","Arrecife Alacranes","Leeward",1,"Cordillera",1,"NTZ",22.39575,-89.706083,"Coral",4,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",3,6,0.0032
"PEC",2019,8,8,"Alacranes","Arrecife Alacranes","Windward",6,"Vapor",3,"MPA",22.539501,-89.654101,"Coral",3,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",2,4,6e-04
"PEC",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward",8,"Piedra Ballena",6,"NTZ",22.567701,-89.779633,"Coral",6,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",1,4,3e-04
"PEC",2019,8,9,"Alacranes","Arrecife Alacranes","Windward",9,"Tata y Rafa",3,"MPA",22.553851,-89.653701,"Coral",4,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",1,2,0
"PEC",2019,8,9,"Alacranes","Arrecife Alacranes","Windward",9,"Tata y Rafa",3,"MPA",22.553851,-89.653701,"Coral",4,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",2,4,6e-04
"PEC",2019,8,7,"Alacranes","Arrecife Alacranes","Windward",3,"Tweed",3,"MPA",22.546017,-89.661001,"Coral",2,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",1,4,3e-04
"PEC",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward",8,"Piedra Ballena",6,"NTZ",22.567701,-89.779633,"Coral",4,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",2,4,6e-04
"PEC",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward",5,"Arcos",5,"NTZ",22.587133,-89.753317,"Coral",1,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",1,2,0
"PEC",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward",5,"Arcos",5,"NTZ",22.587133,-89.753317,"Coral",6,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",1,8,0.0025
"PEC",2019,8,11,"Bajo del Norte","Bajos del Norte","Bajos",13,"Paso del zorro 2",8,"OA",23.261683,-88.695417,"Coral",1,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",1,4,3e-04
"PEC",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward",8,"Piedra Ballena",6,"NTZ",22.567701,-89.779633,"Coral",5,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",1,4,3e-04
"PEC",2019,8,8,"Alacranes","Arrecife Alacranes","Windward",6,"Vapor",3,"MPA",22.539501,-89.654101,"Coral",1,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",1,4,3e-04
"PEC",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward",4,"Sardinas",4,"NTZ",22.505367,-89.795701,"Coral",4,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",2,4,6e-04
"PEC",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward",5,"Arcos",5,"NTZ",22.587133,-89.753317,"Coral",2,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",1,4,3e-04
"PEC",2019,8,9,"Alacranes","Arrecife Alacranes","Windward",9,"Tata y Rafa",3,"MPA",22.553851,-89.653701,"Coral",2,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",1,4,3e-04
"PEC",2019,8,9,"Alacranes","Arrecife Alacranes","Windward",9,"Tata y Rafa",3,"MPA",22.553851,-89.653701,"Coral",3,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",3,4,0.001
"PEC",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward",8,"Piedra Ballena",6,"NTZ",22.567701,-89.779633,"Coral",3,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",2,6,0.0021
"PEC",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward",8,"Piedra Ballena",6,"NTZ",22.567701,-89.779633,"Coral",3,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",3,4,0.001
"PEC",2019,8,11,"Bajo del Norte","Bajos del Norte","Bajos",13,"Paso del zorro 2",8,"OA",23.261683,-88.695417,"Coral",5,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",1,5,6e-04
"PEC",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward",8,"Piedra Ballena",6,"NTZ",22.567701,-89.779633,"Coral",4,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",3,2,1e-04
"PEC",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward",7,"Alacranes 7",4,"NTZ",22.505151,-89.796617,"Coral",4,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",4,4,0.0013
"PEC",2019,8,11,"Bajo del Norte","Bajos del Norte","Bajos",15,"Final",10,"OA",23.171183,-88.951301,"Coral",2,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",1,4,3e-04
"PEC",2019,8,8,"Alacranes","Arrecife Alacranes","Windward",6,"Vapor",3,"MPA",22.539501,-89.654101,"Coral",4,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",2,4,6e-04
"PEC",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward",5,"Arcos",5,"NTZ",22.587133,-89.753317,"Coral",1,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",1,5,6e-04
"PEC",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward",4,"Sardinas",4,"NTZ",22.505367,-89.795701,"Coral",3,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",1,4,3e-04
"PEC",2019,8,10,"Bajo del Norte","Bajos del Norte","Bajos",11,"Bajos del norte 2",7,"OA",23.242433,-88.714417,"Coral",5,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",1,3,1e-04
"PEC",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward",8,"Piedra Ballena",6,"NTZ",22.567701,-89.779633,"Coral",2,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",1,4,3e-04
"PEC",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward",5,"Arcos",5,"NTZ",22.587133,-89.753317,"Coral",2,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",1,3,1e-04
"PEC",2019,8,11,"Bajo del Norte","Bajos del Norte","Bajos",14,"Estadio",9,"OA",23.198917,-88.974133,"Coral",4,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",2,10,0.0097
"PEC",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward",4,"Sardinas",4,"NTZ",22.505367,-89.795701,"Coral",2,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",1,5,6e-04
"PEC",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward",4,"Sardinas",4,"NTZ",22.505367,-89.795701,"Coral",4,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",1,6,0.0011
"PEC",2019,8,8,"Alacranes","Arrecife Alacranes","Windward",6,"Vapor",3,"MPA",22.539501,-89.654101,"Coral",4,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",1,6,0.0011
"PEC",2019,8,11,"Bajo del Norte","Bajos del Norte","Bajos",14,"Estadio",9,"OA",23.198917,-88.974133,"Coral",4,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",1,6,0.0011
"PEC",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward",7,"Alacranes 7",4,"NTZ",22.505151,-89.796617,"Coral",3,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",3,4,0.001
"PEC",2019,8,11,"Bajo del Norte","Bajos del Norte","Bajos",15,"Final",10,"OA",23.171183,-88.951301,"Coral",5,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",2,4,6e-04
"PEC",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward",7,"Alacranes 7",4,"NTZ",22.505151,-89.796617,"Coral",3,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",2,6,0.0021
"PEC",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward",7,"Alacranes 7",4,"NTZ",22.505151,-89.796617,"Coral",5,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",10,3,0.0014
"PEC",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward",4,"Sardinas",4,"NTZ",22.505367,-89.795701,"Coral",6,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",1,5,6e-04
"PEC",2019,8,11,"Bajo del Norte","Bajos del Norte","Bajos",15,"Final",10,"OA",23.171183,-88.951301,"Coral",4,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",2,4,6e-04
"PEC",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward",4,"Sardinas",4,"NTZ",22.505367,-89.795701,"Coral",5,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",1,5,6e-04
"PEC",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward",7,"Alacranes 7",4,"NTZ",22.505151,-89.796617,"Coral",2,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",1,5,6e-04
"PEC",2019,8,8,"Alacranes","Arrecife Alacranes","Windward",6,"Vapor",3,"MPA",22.539501,-89.654101,"Coral",3,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",1,6,0.0011
"PEC",2019,8,11,"Bajo del Norte","Bajos del Norte","Bajos",15,"Final",10,"OA",23.171183,-88.951301,"Coral",1,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",3,4,0.001
"PEC",2019,8,7,"Alacranes","Arrecife Alacranes","Leeward",1,"Cordillera",1,"NTZ",22.39575,-89.706083,"Coral",5,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",1,8,0.0025
"PEC",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward",7,"Alacranes 7",4,"NTZ",22.505151,-89.796617,"Coral",1,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",1,5,6e-04
"PEC",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward",4,"Sardinas",4,"NTZ",22.505367,-89.795701,"Coral",3,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",1,6,0.0011
"PEC",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward",8,"Piedra Ballena",6,"NTZ",22.567701,-89.779633,"Coral",2,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",1,5,6e-04
"PEC",2019,8,11,"Bajo del Norte","Bajos del Norte","Bajos",14,"Estadio",9,"OA",23.198917,-88.974133,"Coral",4,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",1,4,3e-04
"PEC",2019,8,11,"Bajo del Norte","Bajos del Norte","Bajos",14,"Estadio",9,"OA",23.198917,-88.974133,"Coral",3,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",2,2,1e-04
"PEC",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward",8,"Piedra Ballena",6,"NTZ",22.567701,-89.779633,"Coral",6,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",1,8,0.0025
"PEC",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward",8,"Piedra Ballena",6,"NTZ",22.567701,-89.779633,"Coral",5,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",1,7,0.0017
"PEC",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward",7,"Alacranes 7",4,"NTZ",22.505151,-89.796617,"Coral",6,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",4,2,2e-04
"PEC",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward",8,"Piedra Ballena",6,"NTZ",22.567701,-89.779633,"Coral",2,60,"Chordata","Vertebrata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Carnivore",3.28,"micro-invertivores",0.0323,2.953,"Canthigaster rostrata",1,3,1e-04
"PEC",2019,8,7,"Alacranes","Arrecife Alacranes","Windward",2,"Caribbean",2,"MPA",22.384533,-89.625483,"Coral",3,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Carangidae","Piscivore",4.28,"piscivores",0.018,2.99,"Caranx ruber",1,16,0.012
"PEC",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward",8,"Piedra Ballena",6,"NTZ",22.567701,-89.779633,"Coral",5,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Carangidae","Piscivore",4.28,"piscivores",0.018,2.99,"Caranx ruber",2,40,0.3701
"PEC",2019,8,7,"Alacranes","Arrecife Alacranes","Windward",3,"Tweed",3,"MPA",22.546017,-89.661001,"Coral",2,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Carangidae","Piscivore",4.28,"piscivores",0.018,2.99,"Caranx ruber",25,30,1.9573
"PEC",2019,8,7,"Alacranes","Arrecife Alacranes","Leeward",1,"Cordillera",1,"NTZ",22.39575,-89.706083,"Coral",5,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Carangidae","Piscivore",4.28,"piscivores",0.018,2.99,"Caranx ruber",1,15,0.0099
"PEC",2019,8,7,"Alacranes","Arrecife Alacranes","Windward",2,"Caribbean",2,"MPA",22.384533,-89.625483,"Coral",3,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Carangidae","Piscivore",4.28,"piscivores",0.018,2.99,"Caranx ruber",2,12,0.0101
"PEC",2019,8,7,"Alacranes","Arrecife Alacranes","Leeward",1,"Cordillera",1,"NTZ",22.39575,-89.706083,"Coral",4,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Carangidae","Piscivore",4.28,"piscivores",0.018,2.99,"Caranx ruber",1,16,0.012
"PEC",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward",7,"Alacranes 7",4,"NTZ",22.505151,-89.796617,"Coral",3,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Carangidae","Piscivore",4.28,"piscivores",0.018,2.99,"Caranx ruber",5,18,0.085
"PEC",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward",4,"Sardinas",4,"NTZ",22.505367,-89.795701,"Coral",1,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Carangidae","Piscivore",4.28,"piscivores",0.018,2.99,"Caranx ruber",5,10,0.0147
"PEC",2019,8,9,"Alacranes","Arrecife Alacranes","Windward",9,"Tata y Rafa",3,"MPA",22.553851,-89.653701,"Coral",2,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Carangidae","Piscivore",4.28,"piscivores",0.018,2.99,"Caranx ruber",50,25,2.2695
"PEC",2019,8,10,"Bajo del Norte","Bajos del Norte","Bajos",12,"Paso del zorro",8,"OA",23.261683,-88.695417,"Coral",3,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Carangidae","Piscivore",4.28,"piscivores",0.018,2.99,"Caranx ruber",4,20,0.0932
"PEC",2019,8,11,"Bajo del Norte","Bajos del Norte","Bajos",14,"Estadio",9,"OA",23.198917,-88.974133,"Coral",4,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Carangidae","Piscivore",4.28,"piscivores",0.018,2.99,"Caranx ruber",2,18,0.034
"PEC",2019,8,8,"Alacranes","Arrecife Alacranes","Windward",6,"Vapor",3,"MPA",22.539501,-89.654101,"Coral",6,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Carangidae","Piscivore",4.28,"piscivores",0.018,2.99,"Caranx ruber",2,20,0.0466
"PEC",2019,8,10,"Bajo del Norte","Bajos del Norte","Bajos",12,"Paso del zorro",8,"OA",23.261683,-88.695417,"Coral",2,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Carangidae","Piscivore",4.28,"piscivores",0.018,2.99,"Caranx ruber",1,12,0.0051
"PEC",2019,8,11,"Bajo del Norte","Bajos del Norte","Bajos",14,"Estadio",9,"OA",23.198917,-88.974133,"Coral",4,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Carangidae","Piscivore",4.28,"piscivores",0.018,2.99,"Caranx ruber",1,16,0.012
